host_name,host_since,neighbourhood,property_type,room_type,price
石山,2020-12-15,"Sumida City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$167,046.00"
Sumyca,2023-06-21,"Minato City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$20,593.00"
圭太,2024-01-08,"Shibuya City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$10,355.00"
Rao,2023-04-14,,Private room in home,Private room,"$8,280.00"
Yan,2023-04-21,,Entire home,Entire home/apt,"$30,214.00"
Illi Stays,2019-10-18,,Room in hotel,Private room,
Yu,2018-12-09,,Entire rental unit,Entire home/apt,"$24,314.00"
健介,2023-09-14,,Entire home,Entire home/apt,"$29,429.00"
岩間,2014-08-07,,Entire rental unit,Entire home/apt,"$7,802.00"
Lei,2024-03-15,"Taito City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$29,857.00"
圭太,2021-05-08,"Ota City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$15,214.00"
雲逸,2018-05-14,,Entire rental unit,Entire home/apt,"$114,343.00"
圭太,2021-05-08,"Ota City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,
Miko,2011-09-14,,Entire rental unit,Entire home/apt,"$18,418.00"
LuLu,2016-02-26,,Entire rental unit,Entire home/apt,"$18,634.00"
大倉,2023-04-26,,Entire rental unit,Entire home/apt,"$14,386.00"
大倉,2023-04-26,"Toshima City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$17,779.00"
大倉,2023-04-26,,Entire rental unit,Entire home/apt,"$25,379.00"
大倉,2023-04-26,,Entire rental unit,Entire home/apt,"$17,236.00"
Yoko,2024-01-28,,Entire rental unit,Entire home/apt,"$14,290.00"
Ij,2015-05-25,,Entire rental unit,Entire home/apt,"$12,839.00"
圭太,2021-05-08,"Ota City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$15,929.00"
Jianrui,2024-08-07,,Entire rental unit,Entire home/apt,"$18,860.00"
博雅,2023-02-05,,Entire rental unit,Entire home/apt,"$18,000.00"
博雅,2023-02-05,,Entire rental unit,Entire home/apt,"$50,000.00"
博雅,2023-02-05,,Entire rental unit,Entire home/apt,
橘,2017-04-12,,Entire condo,Entire home/apt,"$80,952.00"
Hironori,2015-11-05,,Entire rental unit,Entire home/apt,"$30,343.00"
Wenhua,2024-07-26,,Entire rental unit,Entire home/apt,"$22,529.00"
Wenhua,2024-07-26,,Entire rental unit,Entire home/apt,"$28,500.00"
Kie,2024-02-09,"Shinjuku City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$13,764.00"
Ayako,2015-05-07,,Entire rental unit,Entire home/apt,"$25,000.00"
Ayako,2015-05-07,,Entire rental unit,Entire home/apt,"$27,600.00"
Kie,2024-02-09,,Entire rental unit,Entire home/apt,"$12,157.00"
順子,2022-08-23,"Setagaya City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$13,231.00"
Daisuke,2022-10-07,,Entire rental unit,Entire home/apt,"$23,789.00"
健人,2024-08-10,"Sumida City, Tokyo Prefecture, Japan",Entire home,Entire home/apt,"$35,771.00"
Kaoku,2016-01-07,,Entire rental unit,Entire home/apt,"$9,672.00"
Wenhua,2024-07-26,,Entire rental unit,Entire home/apt,"$22,800.00"
Wenhua,2024-07-26,,Entire rental unit,Entire home/apt,"$28,500.00"
Wenhua,2024-07-26,,Entire rental unit,Entire home/apt,"$22,664.00"
Kiyo,2023-11-22,"Ota City, Tokyo Prefecture, Japan",Entire home,Entire home/apt,"$50,000.00"
Wenhua,2024-07-26,,Entire rental unit,Entire home/apt,"$17,286.00"
Kiyo,2023-11-22,"Ota City, Tokyo Prefecture, Japan",Entire home,Entire home/apt,"$50,000.00"
Alo,2018-08-08,,Entire home,Entire home/apt,"$31,200.00"
Kanae,2019-01-18,,Entire rental unit,Entire home/apt,"$44,686.00"
聡,2024-05-14,,Entire rental unit,Entire home/apt,"$49,943.00"
Keiko,2023-08-12,"Minato City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$17,000.00"
Akira,2018-01-29,,Entire rental unit,Entire home/apt,"$55,817.00"
Yanagihara,2019-12-16,,Entire home,Entire home/apt,"$85,543.00"
Miji,2016-03-15,,Private room in home,Private room,"$13,821.00"
Fumiaki,2019-07-06,,Entire rental unit,Entire home/apt,"$14,840.00"
Yu,2016-05-28,"Shinjuku City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$23,789.00"
Junko,2015-04-07,,Entire rental unit,Entire home/apt,"$13,571.00"
真奈美,2023-10-10,"Sumida City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$28,500.00"
Howard En Hao,2024-08-08,,Entire rental unit,Entire home/apt,"$72,317.00"
泉華,2024-08-13,,Entire home,Entire home/apt,"$14,857.00"
智史,2024-08-01,,Entire rental unit,Entire home/apt,"$9,943.00"
Howard En Hao,2024-08-08,,Entire rental unit,Entire home/apt,"$70,336.00"
Ippei,2019-03-26,"Toshima City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$100,000.00"
泉華,2024-08-13,,Entire home,Entire home/apt,"$15,411.00"
Howard En Hao,2024-08-08,,Entire rental unit,Entire home/apt,"$49,398.00"
Howard En Hao,2024-08-08,,Entire rental unit,Entire home/apt,"$43,588.00"
Howard En Hao,2024-08-08,,Private room in serviced apartment,Private room,
久堅,2024-08-02,,Room in hotel,Private room,
久堅,2024-08-02,,Room in hotel,Private room,"$23,197.00"
Yuki,2023-07-29,"Edogawa City, Tokyo Prefecture, Japan",Entire home,Entire home/apt,"$29,700.00"
Rao,2023-04-14,,Entire home,Entire home/apt,"$23,000.00"
Kaneko,2016-11-07,,Entire rental unit,Entire home/apt,"$12,000.00"
Sumyca,2019-12-09,"Taito City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$17,340.00"
Howard En Hao,2024-08-08,,Room in hotel,Private room,"$39,079.00"
Sumyca,2023-12-12,"Setagaya City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$31,500.00"
圭太,2023-06-08,"Ota City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$11,250.00"
圭太,2023-06-08,"Ota City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$11,250.00"
圭太,2023-06-08,"Ota City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$11,250.00"
圭太,2023-06-08,,Entire rental unit,Entire home/apt,"$11,250.00"
圭太,2023-06-08,"Ota City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$11,250.00"
浩史,2015-08-23,,Entire rental unit,Entire home/apt,"$24,803.00"
Sumyca,2019-12-09,"Taito City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$17,340.00"
Lee,2023-12-17,,Entire rental unit,Entire home/apt,"$15,022.00"
Sumyca,2019-12-09,"Taito City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$13,500.00"
Tora,2023-05-12,"Taito City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$57,143.00"
圭太,2023-08-22,"Sumida City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$15,750.00"
圭太,2023-06-08,"Ota City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$11,250.00"
Rao,2023-04-14,,Private room in home,Private room,"$7,754.00"
圭太,2023-06-08,"Ota City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$11,250.00"
Cui,2017-12-27,,Entire rental unit,Entire home/apt,"$20,160.00"
Keiko,2023-08-12,"Minato City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$51,000.00"
Keiko,2023-08-12,"Sumida City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$17,000.00"
Rao,2023-04-14,,Private room in home,Private room,"$10,777.00"
優衣,2024-08-12,"Toshima City, Tokyo Prefecture, Japan",Entire home,Entire home/apt,"$67,037.00"
吉光,2024-08-11,,Entire rental unit,Entire home/apt,"$33,899.00"
圭太,2023-08-22,"Sumida City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$17,250.00"
圭太,2023-07-04,"Shibuya City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$30,967.00"
圭太,2024-02-05,"Shinjuku City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$32,250.00"
Rao,2023-04-14,,Private room in home,Private room,"$12,617.00"
Myunghee,2019-08-08,"Shinjuku City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$27,118.00"
Myunghee,2019-08-08,"Shinjuku City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$29,246.00"
Tatsuhiko & Yuka,2013-05-30,,Entire home,Entire home/apt,"$56,613.00"
Kasumi,2018-06-01,,Entire rental unit,Entire home/apt,"$29,714.00"
幸太郎,2024-04-05,,Entire rental unit,Entire home/apt,"$35,263.00"
幸太郎,2024-04-05,"Taito City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$36,691.00"
圭太,2024-02-05,"Shinjuku City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$12,750.00"
圭太,2024-02-05,"Shinjuku City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$21,750.00"
圭太,2024-02-05,"Shinjuku City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$21,750.00"
圭太,2024-02-05,"Shinjuku City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$21,750.00"
圭太,2023-08-22,"Sumida City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$15,750.00"
Yuya,2023-11-07,,Entire rental unit,Entire home/apt,"$5,863.00"
圭太,2023-07-04,"Shibuya City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$11,526.00"
圭太,2024-02-05,"Shinjuku City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$12,750.00"
圭太,2024-02-05,"Shinjuku City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$12,750.00"
圭太,2024-02-05,"Shinjuku City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$12,750.00"
圭太,2024-02-05,"Shinjuku City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$12,750.00"
圭太,2024-02-05,"Shinjuku City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$12,750.00"
本町,2023-11-01,"Shibuya City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$17,100.00"
圭太,2023-10-25,"Sumida City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$17,250.00"
圭太,2023-10-25,"Sumida City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$17,250.00"
圭太,2023-08-22,"Sumida City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$17,250.00"
圭太,2023-08-22,"Sumida City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$16,870.00"
Tsuyoshi,2017-10-03,"Toshima City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$31,982.00"
阿部,2024-05-08,,Entire rental unit,Entire home/apt,"$20,000.00"
圭太,2023-10-25,"Sumida City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$17,250.00"
圭太,2023-10-25,"Sumida City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$17,250.00"
圭太,2023-10-25,"Sumida City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$17,250.00"
本町,2023-11-01,"Shibuya City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$17,100.00"
Mitsuko,2014-12-29,,Entire rental unit,Entire home/apt,"$12,000.00"
圭太,2023-06-08,"Ota City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$11,250.00"
阿部,2024-05-08,,Entire rental unit,Entire home/apt,"$20,000.00"
智史,2024-08-01,,Entire rental unit,Entire home/apt,"$18,371.00"
Cui,2017-12-27,,Entire rental unit,Entire home/apt,"$17,920.00"
佳奈,2023-12-13,,Entire rental unit,Entire home/apt,"$27,884.00"
敏琪,2024-03-21,,Entire rental unit,Entire home/apt,"$13,029.00"
Ema,2013-11-17,,Entire rental unit,Entire home/apt,"$24,183.00"
優姫,2016-03-19,,Entire rental unit,Entire home/apt,"$36,721.00"
本町,2023-11-01,"Shibuya City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$17,100.00"
圭太,2023-06-08,"Ota City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$16,280.00"
圭太,2023-06-08,"Ota City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$11,250.00"
圭太,2023-03-13,"Sumida City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$11,700.00"
川,2024-06-06,,Entire rental unit,Entire home/apt,"$24,000.00"
Alo,2018-08-08,,Entire rental unit,Entire home/apt,"$13,000.00"
Miji,2016-03-15,,Private room in home,Private room,"$12,677.00"
季軍,2024-08-12,,Entire home,Entire home/apt,"$42,750.00"
圭太,2024-01-09,"Sumida City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$18,300.00"
圭太,2024-01-09,"Sumida City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$18,300.00"
圭太,2024-02-05,"Sumida City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$10,800.00"
Akiko,2017-06-21,,Private room in rental unit,Private room,"$44,400.00"
Hotel Kototoi-Juku,2024-08-14,,Entire rental unit,Entire home/apt,"$48,000.00"
圭太,2019-11-25,"Shibuya City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$12,750.00"
圭太,2019-11-25,"Shibuya City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$12,750.00"
圭太,2019-11-25,"Shibuya City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$12,750.00"
圭太,2019-11-25,"Shibuya City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$12,750.00"
圭太,2024-02-05,"Sumida City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$10,800.00"
Yanping,2024-08-13,,Entire rental unit,Entire home/apt,"$26,633.00"
萌,2017-08-25,,Entire rental unit,Entire home/apt,"$17,643.00"
田橋,2024-01-08,"Setagaya City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$17,690.00"
田橋,2024-01-08,"Setagaya City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$20,860.00"
田橋,2024-01-08,"Setagaya City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$20,860.00"
田橋,2024-01-08,"Setagaya City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,
阿部,2024-05-08,,Entire rental unit,Entire home/apt,"$21,143.00"
Alo,2018-08-08,,Entire rental unit,Entire home/apt,"$13,000.00"
Zhu,2018-01-09,,Entire villa,Entire home/apt,"$41,501.00"
クライブ,2017-01-22,"Katsushika City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$9,476.00"
LuLu,2016-02-26,,Entire rental unit,Entire home/apt,"$14,657.00"
悠衣,2015-02-18,,Entire rental unit,Entire home/apt,"$23,460.00"
Delin,2017-05-16,,Private room in ryokan,Private room,"$18,810.00"
Miji,2016-03-15,,Private room in home,Private room,"$13,423.00"
田橋,2024-01-08,"Setagaya City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$20,860.00"
田橋,2024-01-08,"Setagaya City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,
田橋,2024-01-08,"Setagaya City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$14,250.00"
成民,2024-08-14,,Entire rental unit,Entire home/apt,"$21,193.00"
圭太,2024-02-27,"Sumida City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$10,355.00"
圭太,2024-02-27,"Sumida City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$12,450.00"
圭太,2024-02-27,"Sumida City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$10,355.00"
圭太,2024-02-27,"Sumida City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$12,450.00"
圭太,2024-01-08,"Shinjuku City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$25,500.00"
圭太,2024-02-27,"Sumida City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$10,355.00"
圭太,2024-02-27,"Sumida City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$12,450.00"
Key,2016-08-08,,Entire rental unit,Entire home/apt,"$11,157.00"
成民,2024-08-14,,Entire rental unit,Entire home/apt,"$63,143.00"
千晶,2024-08-14,,Private room in home,Private room,"$17,153.00"
Yuri,2015-06-08,,Entire home,Entire home/apt,"$39,013.00"
Kat,2024-02-27,,Entire rental unit,Entire home/apt,
成民,2024-08-14,,Entire rental unit,Entire home/apt,"$63,143.00"
圭太,2023-06-14,"Kita City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$13,800.00"
圭太,2023-06-14,"Kita City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$11,549.00"
圭太,2023-06-14,"Kita City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$13,800.00"
圭太,2024-02-27,"Sumida City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$10,355.00"
圭太,2024-02-27,"Sumida City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$12,450.00"
Tomoko,2024-08-15,,Entire rental unit,Entire home/apt,"$34,377.00"
圭太,2024-01-08,"Shinjuku City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$25,500.00"
圭太,2023-06-14,"Kita City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$14,386.00"
圭太,2023-06-14,"Kita City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$12,300.00"
圭太,2023-06-14,"Kita City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$12,300.00"
圭太,2023-06-14,"Kita City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$12,300.00"
圭太,2023-06-08,"Ota City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$11,250.00"
圭太,2023-06-08,"Ota City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$11,250.00"
圭太,2024-02-27,"Sumida City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$25,707.00"
圭太,2024-02-27,"Sumida City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$10,355.00"
圭太,2024-02-27,"Sumida City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$12,450.00"
圭太,2024-02-27,"Sumida City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$10,355.00"
圭太,2024-01-08,"Shinjuku City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$25,500.00"
圭太,2024-02-27,"Sumida City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$12,450.00"
圭太,2024-02-27,"Sumida City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$10,355.00"
圭太,2024-02-27,"Sumida City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$12,450.00"
圭太,2024-02-27,"Sumida City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$10,355.00"
圭太,2024-02-27,"Sumida City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$12,450.00"
Beihao,2019-02-22,,Private room in condo,Private room,"$17,905.00"
Beihao,2019-02-22,,Private room in condo,Private room,"$15,465.00"
圭太,2024-02-05,"Itabashi City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$13,500.00"
圭太,2024-02-05,"Itabashi City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$13,500.00"
Marina,2019-04-21,"Setagaya City, Tokyo Prefecture, Japan",Entire home,Entire home/apt,"$70,714.00"
圭太,2024-02-27,"Sumida City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$10,355.00"
圭太,2024-02-27,"Sumida City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$12,450.00"
圭太,2024-01-08,"Shinjuku City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$25,500.00"
Cui,2017-12-27,,Entire rental unit,Entire home/apt,"$21,560.00"
魏,2024-08-15,,Entire villa,Entire home/apt,"$37,675.00"
幸太郎,2024-04-05,,Entire home,Entire home/apt,"$17,959.00"
圭太,2024-06-18,"Sumida City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$18,825.00"
Koushin,2019-11-02,,Entire home,Entire home/apt,"$44,343.00"
Wenhua,2017-01-25,,Entire rental unit,Entire home/apt,"$16,625.00"
圭太,2024-02-05,"Itabashi City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$13,500.00"
Jiro,2023-05-30,"Sumida City, Tokyo Prefecture, Japan",Entire home,Entire home/apt,"$37,830.00"
亮,2024-08-16,"Taito City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$39,216.00"
Zhen Ian,2024-08-16,,Entire rental unit,Entire home/apt,"$17,300.00"
稲村,2023-12-31,,Entire condo,Entire home/apt,"$28,771.00"
Taka & Tomo,2015-12-20,"Sumida City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$38,339.00"
富樫,2024-05-08,,Entire rental unit,Entire home/apt,"$17,283.00"
